"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000170276",50.2266198473761,2.25264331776548,0.456560008047049,4.93394795440196,8.05839211296058e-07,8.99628331331794e-06
"ENSG00000163083",28.6212120946647,2.55337114635466,0.518159681487515,4.92776886658671,8.31739254050015e-07,9.2558330056275e-06
"ENSG00000204103",27.8666419767971,2.44776009470931,0.497496352934019,4.92015686200205,8.64748798077372e-07,9.60022393795595e-06
"ENSG00000188322",25.4260955334053,2.57050874630975,0.525595501052958,4.89065972056475,1.00498571380554e-06,1.10169783979656e-05
"ENSG00000197106",177.7212040419,1.13015426766061,0.231266522248752,4.88680443961971,1.02485800966771e-06,1.12031790981131e-05
"ENSG00000141622",169.732508263218,1.29628939229324,0.266154906019071,4.87043207913048,1.11354474805204e-06,1.2042583062788e-05
"ENSG00000140488",41.7533409744892,2.01298426691897,0.413734389838598,4.86540233627729,1.14224204740806e-06,1.2318573308186e-05
"ENSG00000143107",17.7425796100489,4.18378499405769,0.863844289860594,4.84321658794881,1.27753897854572e-06,1.36407564024232e-05
"ENSG00000166863",304.987615354563,1.15875693637906,0.241416291603618,4.79982907815362,1.58801100469313e-06,1.6648790842643e-05
"ENSG00000183542",32.5500849042962,2.22554352932745,0.46368421195248,4.7996965865112,1.58906187836482e-06,1.6648790842643e-05
"ENSG00000136689",9.72259815030946,6.78809884759944,1.417776571946,4.78784808686908,1.68579176427168e-06,1.75830976697672e-05
"ENSG00000256029",30.5887593044231,2.71560153531068,0.567428809159659,4.78580130489388,1.70306479706917e-06,1.77367658134736e-05
"ENSG00000166313",14.9540615298439,3.65807498629627,0.766868968195342,4.77014345084891,1.84094770183994e-06,1.9030847967355e-05
"ENSG00000204941",45.087146940026,1.74758268905325,0.368017429462487,4.74864109454192,2.04787994193865e-06,2.09682487310228e-05
"ENSG00000152582",26.3372321369763,3.27062213520501,0.690162681609698,4.73891478394165,2.14865834143118e-06,2.1887791682296e-05
"ENSG00000205403",59.5688135204452,1.53340267119131,0.326511594472204,4.69631920321239,2.64891482418905e-06,2.64626211978715e-05
"ENSG00000198933",32.3028860188928,2.22326904438058,0.474760461483567,4.68292797052464,2.82805911507326e-06,2.79919727860476e-05
"ENSG00000188042",29.4190693597688,2.49155711858981,0.532109436375742,4.68241483473791,2.83514992043306e-06,2.80422831365213e-05
"ENSG00000270882",275.866873002681,1.2132241750328,0.261767342567576,4.63474229876326,3.57382411167059e-06,3.46490101499832e-05
"ENSG00000179083",20.2972667793214,2.69934651908784,0.586402853584474,4.60322882569156,4.1599073506474e-06,3.97926479857134e-05
"ENSG00000101076",66.2899487200329,1.46109260139578,0.319222237435493,4.57703890911119,4.71603769935681e-06,4.43529848546917e-05
"ENSG00000170439",14.4924619178586,3.92935315579253,0.862786692161373,4.55425795447665,5.25708155932071e-06,4.9077808193498e-05
"ENSG00000187955",28.9195594649458,2.36245026359186,0.520220357564936,4.54124916343162,5.59218931168496e-06,5.17907930550346e-05
"ENSG00000136193",28.7412908498585,2.18113970141018,0.481695934911963,4.52804257484303,5.95325887308237e-06,5.46276040876928e-05
"ENSG00000090539",32.0656176272482,2.11525641645849,0.467230245878753,4.52722492842941,5.97633181905133e-06,5.48033159454175e-05
"ENSG00000101938",12.7511119684905,4.26424673379965,0.947711923578572,4.49951786793797,6.81077552856588e-06,6.16057584403828e-05
"ENSG00000183615",43.7414042339165,1.62989286811682,0.363782449118435,4.48040545129813,7.45013775300104e-06,6.69553564082449e-05
"ENSG00000283199",164.12061663152,1.11687252121864,0.250277351518783,4.46253931664616,8.09940613981408e-06,7.21865387036652e-05
"ENSG00000205593",98.4309238335159,1.14341058124328,0.256317139961109,4.46092126892791,8.16080694662804e-06,7.26410642553265e-05
"ENSG00000263155",52.5967071815472,1.60249039776459,0.359310680922852,4.45990192567824,8.19971661491187e-06,7.28944890158238e-05
"ENSG00000255860",17.2540589243016,3.16698143012088,0.713614048713584,4.43794714500075,9.08209127952684e-06,8.01266499114793e-05
"ENSG00000184226",45.9562901399851,1.79947648754711,0.405997417750311,4.43223628740859,9.32607329467823e-06,8.19684956787138e-05
